,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
19683,51466,FINNIFTY15NOV2221000PE,FINNIFTY,15NOV2022,2100000.000000,40,OPTIDX,NFO,5.000000
19688,45046,MIDCPNIFTY07NOV224850CE,MIDCPNIFTY,07NOV2022,485000.000000,75,OPTIDX,NFO,5.000000
19693,60567,BANKNIFTY24NOV2238100PE,BANKNIFTY,24NOV2022,3810000.000000,25,OPTIDX,NFO,5.000000
19695,60700,BANKNIFTY24NOV2240700PE,BANKNIFTY,24NOV2022,4070000.000000,25,OPTIDX,NFO,5.000000
19696,60222,MIDCPNIFTY01NOV227150CE,MIDCPNIFTY,01NOV2022,715000.000000,75,OPTIDX,NFO,5.000000
19697,44831,BANKNIFTY29DEC2246500PE,BANKNIFTY,29DEC2022,4650000.000000,25,OPTIDX,NFO,5.000000
19700,49414,FINNIFTY20DEC2217550PE,FINNIFTY,20DEC2022,1755000.000000,40,OPTIDX,NFO,5.000000
19701,50235,MIDCPNIFTY20DEC228550PE,MIDCPNIFTY,20DEC2022,855000.000000,75,OPTIDX,NFO,5.000000
19702,42449,BANKNIFTY10NOV2241300CE,BANKNIFTY,10NOV2022,4130000.000000,25,OPTIDX,NFO,5.000000
19704,55421,BANKNIFTY25JAN2339300PE,BANKNIFTY,25JAN2023,3930000.000000,25,OPTIDX,NFO,5.000000
19708,59564,FINNIFTY22NOV2217500CE,FINNIFTY,22NOV2022,1750000.000000,40,OPTIDX,NFO,5.000000
19714,71556,NIFTY24JUN2722000CE,NIFTY,24JUN2027,2200000.000000,50,OPTIDX,NFO,5.000000
19720,54108,FINNIFTY31JAN2320300PE,FINNIFTY,31JAN2023,2030000.000000,40,OPTIDX,NFO,5.000000
19721,48630,FINNIFTY15NOV2217050PE,FINNIFTY,15NOV2022,1705000.000000,40,OPTIDX,NFO,5.000000
19733,46816,BANKNIFTY17NOV2241900PE,BANKNIFTY,17NOV2022,4190000.000000,25,OPTIDX,NFO,5.000000
19739,42778,NIFTY08DEC2217300PE,NIFTY,08DEC2022,1730000.000000,50,OPTIDX,NFO,5.000000
19741,55538,BANKNIFTY25JAN2343500CE,BANKNIFTY,25JAN2023,4350000.000000,25,OPTIDX,NFO,5.000000
19745,45458,BANKNIFTY01DEC2237200CE,BANKNIFTY,01DEC2022,3720000.000000,25,OPTIDX,NFO,5.000000
19752,61264,NIFTY24NOV2217400CE,NIFTY,24NOV2022,1740000.000000,50,OPTIDX,NFO,5.000000
19769,50481,BANKNIFTY01DEC2241100CE,BANKNIFTY,01DEC2022,4110000.000000,25,OPTIDX,NFO,5.000000
19790,54412,MIDCPNIFTY31JAN237350CE,MIDCPNIFTY,31JAN2023,735000.000000,75,OPTIDX,NFO,5.000000
19791,57272,NIFTY30MAR2318000CE,NIFTY,30MAR2023,1800000.000000,50,OPTIDX,NFO,5.000000
19795,49541,BANKNIFTY03NOV2241900PE,BANKNIFTY,03NOV2022,4190000.000000,25,OPTIDX,NFO,5.000000
19797,51384,FINNIFTY15NOV2218700CE,FINNIFTY,15NOV2022,1870000.000000,40,OPTIDX,NFO,5.000000
19809,84288,FINNIFTY27DEC2219200PE,FINNIFTY,27DEC2022,1920000.000000,40,OPTIDX,NFO,5.000000
19816,86416,NIFTY29DEC2218450CE,NIFTY,29DEC2022,1845000.000000,50,OPTIDX,NFO,5.000000
19839,51835,MIDCPNIFTY15NOV228950PE,MIDCPNIFTY,15NOV2022,895000.000000,75,OPTIDX,NFO,5.000000
19844,55782,NIFTY25JAN2316800PE,NIFTY,25JAN2023,1680000.000000,50,OPTIDX,NFO,5.000000
19848,47318,NIFTY15DEC2218950CE,NIFTY,15DEC2022,1895000.000000,50,OPTIDX,NFO,5.000000
19857,54244,MIDCPNIFTY31JAN235100PE,MIDCPNIFTY,31JAN2023,510000.000000,75,OPTIDX,NFO,5.000000
19861,84502,MIDCPNIFTY27DEC225450PE,MIDCPNIFTY,27DEC2022,545000.000000,75,OPTIDX,NFO,5.000000
19916,62798,MIDCPNIFTY22NOV225350CE,MIDCPNIFTY,22NOV2022,535000.000000,75,OPTIDX,NFO,5.000000
19921,84759,MIDCPNIFTY27DEC228850PE,MIDCPNIFTY,27DEC2022,885000.000000,75,OPTIDX,NFO,5.000000
19922,47993,NIFTY10NOV2216000PE,NIFTY,10NOV2022,1600000.000000,50,OPTIDX,NFO,5.000000
19930,49154,FINNIFTY13DEC2217550PE,FINNIFTY,13DEC2022,1755000.000000,40,OPTIDX,NFO,5.000000
19942,54143,FINNIFTY31JAN2321800CE,FINNIFTY,31JAN2023,2180000.000000,40,OPTIDX,NFO,5.000000
19945,38278,NIFTY03NOV2218950PE,NIFTY,03NOV2022,1895000.000000,50,OPTIDX,NFO,5.000000
19951,54469,MIDCPNIFTY31JAN238250CE,MIDCPNIFTY,31JAN2023,825000.000000,75,OPTIDX,NFO,5.000000
19957,60503,BANKNIFTY24NOV2236900PE,BANKNIFTY,24NOV2022,3690000.000000,25,OPTIDX,NFO,5.000000
19966,54296,MIDCPNIFTY31JAN235900CE,MIDCPNIFTY,31JAN2023,590000.000000,75,OPTIDX,NFO,5.000000
19980,44890,MIDCPNIFTY13DEC225450PE,MIDCPNIFTY,13DEC2022,545000.000000,75,OPTIDX,NFO,5.000000
19983,47307,NIFTY15DEC2218700PE,NIFTY,15DEC2022,1870000.000000,50,OPTIDX,NFO,5.000000
19993,55560,BANKNIFTY25JAN2344200CE,BANKNIFTY,25JAN2023,4420000.000000,25,OPTIDX,NFO,5.000000
20003,84509,MIDCPNIFTY27DEC225650CE,MIDCPNIFTY,27DEC2022,565000.000000,75,OPTIDX,NFO,5.000000
20007,49461,FINNIFTY20DEC2218150CE,FINNIFTY,20DEC2022,1815000.000000,40,OPTIDX,NFO,5.000000
20020,49676,FINNIFTY20DEC2220100PE,FINNIFTY,20DEC2022,2010000.000000,40,OPTIDX,NFO,5.000000
20024,55336,BANKNIFTY25JAN2337000CE,BANKNIFTY,25JAN2023,3700000.000000,25,OPTIDX,NFO,5.000000
20031,44280,FINNIFTY07NOV2212700CE,FINNIFTY,07NOV2022,1270000.000000,40,OPTIDX,NFO,5.000000
20034,49945,NIFTY01DEC2217100CE,NIFTY,01DEC2022,1710000.000000,50,OPTIDX,NFO,5.000000
20037,48376,FINNIFTY01NOV2218850PE,FINNIFTY,01NOV2022,1885000.000000,40,OPTIDX,NFO,5.000000
20045,47656,NIFTY10NOV2215200CE,NIFTY,10NOV2022,1520000.000000,50,OPTIDX,NFO,5.000000
20050,86329,NIFTY29DEC2216050PE,NIFTY,29DEC2022,1605000.000000,50,OPTIDX,NFO,5.000000
20051,85986,BANKNIFTY28SEP2334500PE,BANKNIFTY,28SEP2023,3450000.000000,25,OPTIDX,NFO,5.000000
20053,59834,FINNIFTY01NOV2214900CE,FINNIFTY,01NOV2022,1490000.000000,40,OPTIDX,NFO,5.000000
20059,51680,MIDCPNIFTY15NOV226650CE,MIDCPNIFTY,15NOV2022,665000.000000,75,OPTIDX,NFO,5.000000
20063,37698,NIFTY29DEC2223000CE,NIFTY,29DEC2022,2300000.000000,50,OPTIDX,NFO,5.000000
20065,47839,NIFTY10NOV2215600CE,NIFTY,10NOV2022,1560000.000000,50,OPTIDX,NFO,5.000000
20073,42866,NIFTY08DEC2218300CE,NIFTY,08DEC2022,1830000.000000,50,OPTIDX,NFO,5.000000
20081,58774,FINNIFTY22NOV2214400PE,FINNIFTY,22NOV2022,1440000.000000,40,OPTIDX,NFO,5.000000
20083,49642,BANKNIFTY03NOV2243300PE,BANKNIFTY,03NOV2022,4330000.000000,25,OPTIDX,NFO,5.000000
20096,40305,MIDCPNIFTY29NOV226700PE,MIDCPNIFTY,29NOV2022,670000.000000,75,OPTIDX,NFO,5.000000
20105,38252,NIFTY03NOV2218550PE,NIFTY,03NOV2022,1855000.000000,50,OPTIDX,NFO,5.000000
20108,47892,NIFTY10NOV2215700PE,NIFTY,10NOV2022,1570000.000000,50,OPTIDX,NFO,5.000000
20122,70459,MIDCPNIFTY22NOV228950PE,MIDCPNIFTY,22NOV2022,895000.000000,75,OPTIDX,NFO,5.000000
20137,44616,FINNIFTY13DEC2221100CE,FINNIFTY,13DEC2022,2110000.000000,40,OPTIDX,NFO,5.000000
20141,40847,MIDCPNIFTY06DEC227200CE,MIDCPNIFTY,06DEC2022,720000.000000,75,OPTIDX,NFO,5.000000
20145,37806,NIFTY31DEC2623000CE,NIFTY,31DEC2026,2300000.000000,50,OPTIDX,NFO,5.000000
20150,51792,MIDCPNIFTY15NOV228400PE,MIDCPNIFTY,15NOV2022,840000.000000,75,OPTIDX,NFO,5.000000
20151,44811,FINNIFTY07NOV2219400CE,FINNIFTY,07NOV2022,1940000.000000,40,OPTIDX,NFO,5.000000
20158,60152,MIDCPNIFTY01NOV225400PE,MIDCPNIFTY,01NOV2022,540000.000000,75,OPTIDX,NFO,5.000000
20163,51619,MIDCPNIFTY15NOV225550PE,MIDCPNIFTY,15NOV2022,555000.000000,75,OPTIDX,NFO,5.000000
20169,56002,NIFTY25JAN2319800CE,NIFTY,25JAN2023,1980000.000000,50,OPTIDX,NFO,5.000000
20174,44948,MIDCPNIFTY13DEC226000CE,MIDCPNIFTY,13DEC2022,600000.000000,75,OPTIDX,NFO,5.000000
20176,48169,NIFTY10NOV2217200CE,NIFTY,10NOV2022,1720000.000000,50,OPTIDX,NFO,5.000000
20183,44652,FINNIFTY13DEC2221400PE,FINNIFTY,13DEC2022,2140000.000000,40,OPTIDX,NFO,5.000000
20187,84488,MIDCPNIFTY27DEC225100PE,MIDCPNIFTY,27DEC2022,510000.000000,75,OPTIDX,NFO,5.000000
20199,54273,NIFTY17NOV2215100CE,NIFTY,17NOV2022,1510000.000000,50,OPTIDX,NFO,5.000000
20212,44953,MIDCPNIFTY13DEC226100PE,MIDCPNIFTY,13DEC2022,610000.000000,75,OPTIDX,NFO,5.000000
20213,42466,BANKNIFTY10NOV2241800CE,BANKNIFTY,10NOV2022,4180000.000000,25,OPTIDX,NFO,5.000000
20228,48131,NIFTY10NOV2217000PE,NIFTY,10NOV2022,1700000.000000,50,OPTIDX,NFO,5.000000
20233,40850,MIDCPNIFTY06DEC227250PE,MIDCPNIFTY,06DEC2022,725000.000000,75,OPTIDX,NFO,5.000000
20250,50057,NIFTY01DEC2218550PE,NIFTY,01DEC2022,1855000.000000,50,OPTIDX,NFO,5.000000
20268,55635,NIFTY25JAN2314900CE,NIFTY,25JAN2023,1490000.000000,50,OPTIDX,NFO,5.000000
20270,86397,NIFTY29DEC2217900PE,NIFTY,29DEC2022,1790000.000000,50,OPTIDX,NFO,5.000000
20271,37767,NIFTY27JUN2413000CE,NIFTY,27JUN2024,1300000.000000,50,OPTIDX,NFO,5.000000
20278,53091,BANKNIFTY30MAR2325500PE,BANKNIFTY,30MAR2023,2550000.000000,25,OPTIDX,NFO,5.000000
20286,60716,BANKNIFTY24NOV2241200CE,BANKNIFTY,24NOV2022,4120000.000000,25,OPTIDX,NFO,5.000000
20296,42482,BANKNIFTY10NOV2242400PE,BANKNIFTY,10NOV2022,4240000.000000,25,OPTIDX,NFO,5.000000
20300,84316,FINNIFTY27DEC2220600PE,FINNIFTY,27DEC2022,2060000.000000,40,OPTIDX,NFO,5.000000
20313,48115,NIFTY10NOV2216900PE,NIFTY,10NOV2022,1690000.000000,50,OPTIDX,NFO,5.000000
20315,60811,BANKNIFTY24NOV2242800PE,BANKNIFTY,24NOV2022,4280000.000000,25,OPTIDX,NFO,5.000000
20323,59612,FINNIFTY22NOV2218400CE,FINNIFTY,22NOV2022,1840000.000000,40,OPTIDX,NFO,5.000000
20331,85981,BANKNIFTY28SEP2331500CE,BANKNIFTY,28SEP2023,3150000.000000,25,OPTIDX,NFO,5.000000
20332,50206,MIDCPNIFTY20DEC228000PE,MIDCPNIFTY,20DEC2022,800000.000000,75,OPTIDX,NFO,5.000000
20338,44292,FINNIFTY13DEC2213400PE,FINNIFTY,13DEC2022,1340000.000000,40,OPTIDX,NFO,5.000000
20342,55121,NIFTY24DEC2518000CE,NIFTY,24DEC2025,1800000.000000,50,OPTIDX,NFO,5.000000
20358,42203,BANKNIFTY10NOV2235600PE,BANKNIFTY,10NOV2022,3560000.000000,25,OPTIDX,NFO,5.000000
20362,49232,FINNIFTY20DEC2214000CE,FINNIFTY,20DEC2022,1400000.000000,40,OPTIDX,NFO,5.000000
20378,86386,NIFTY29DEC2217650CE,NIFTY,29DEC2022,1765000.000000,50,OPTIDX,NFO,5.000000
20379,54441,NIFTY17NOV2216300PE,NIFTY,17NOV2022,1630000.000000,50,OPTIDX,NFO,5.000000
20392,44287,FINNIFTY13DEC2213300CE,FINNIFTY,13DEC2022,1330000.000000,40,OPTIDX,NFO,5.000000
20400,51641,MIDCPNIFTY15NOV226000PE,MIDCPNIFTY,15NOV2022,600000.000000,75,OPTIDX,NFO,5.000000
20407,42881,NIFTY08DEC2218550CE,NIFTY,08DEC2022,1855000.000000,50,OPTIDX,NFO,5.000000
20426,59602,FINNIFTY22NOV2218100CE,FINNIFTY,22NOV2022,1810000.000000,40,OPTIDX,NFO,5.000000
20428,86583,NIFTY29DEC2219450PE,NIFTY,29DEC2022,1945000.000000,50,OPTIDX,NFO,5.000000
20444,60185,MIDCPNIFTY01NOV226250CE,MIDCPNIFTY,01NOV2022,625000.000000,75,OPTIDX,NFO,5.000000
20451,40416,MIDCPNIFTY29NOV227650PE,MIDCPNIFTY,29NOV2022,765000.000000,75,OPTIDX,NFO,5.000000
20453,47406,NIFTY15DEC2219950PE,NIFTY,15DEC2022,1995000.000000,50,OPTIDX,NFO,5.000000
20466,48078,NIFTY10NOV2216750CE,NIFTY,10NOV2022,1675000.000000,50,OPTIDX,NFO,5.000000
20470,61193,NIFTY24NOV2216600PE,NIFTY,24NOV2022,1660000.000000,50,OPTIDX,NFO,5.000000
20476,55184,NIFTY17NOV2218650CE,NIFTY,17NOV2022,1865000.000000,50,OPTIDX,NFO,5.000000
20477,48931,FINNIFTY06DEC2217050CE,FINNIFTY,06DEC2022,1705000.000000,40,OPTIDX,NFO,5.000000
20481,40331,MIDCPNIFTY29NOV227100CE,MIDCPNIFTY,29NOV2022,710000.000000,75,OPTIDX,NFO,5.000000
20486,60251,MIDCPNIFTY01NOV227850PE,MIDCPNIFTY,01NOV2022,785000.000000,75,OPTIDX,NFO,5.000000
20488,39749,FINNIFTY29NOV2217900PE,FINNIFTY,29NOV2022,1790000.000000,40,OPTIDX,NFO,5.000000
20499,48220,NIFTY10NOV2217650PE,NIFTY,10NOV2022,1765000.000000,50,OPTIDX,NFO,5.000000
20522,38248,NIFTY03NOV2218500CE,NIFTY,03NOV2022,1850000.000000,50,OPTIDX,NFO,5.000000
20528,59837,FINNIFTY01NOV2215000PE,FINNIFTY,01NOV2022,1500000.000000,40,OPTIDX,NFO,5.000000
20530,50662,BANKNIFTY01DEC2243500CE,BANKNIFTY,01DEC2022,4350000.000000,25,OPTIDX,NFO,5.000000
20533,86368,NIFTY29DEC2217150CE,NIFTY,29DEC2022,1715000.000000,50,OPTIDX,NFO,5.000000
20535,51687,MIDCPNIFTY15NOV226800PE,MIDCPNIFTY,15NOV2022,680000.000000,75,OPTIDX,NFO,5.000000
20547,51099,NIFTY22DEC2218100PE,NIFTY,22DEC2022,1810000.000000,50,OPTIDX,NFO,5.000000
20548,50576,BANKNIFTY01DEC2242200CE,BANKNIFTY,01DEC2022,4220000.000000,25,OPTIDX,NFO,5.000000
20551,55012,NIFTY17NOV2217850CE,NIFTY,17NOV2022,1785000.000000,50,OPTIDX,NFO,5.000000
20560,40798,MIDCPNIFTY06DEC226300PE,MIDCPNIFTY,06DEC2022,630000.000000,75,OPTIDX,NFO,5.000000
20573,40565,MIDCPNIFTY29NOV229000PE,MIDCPNIFTY,29NOV2022,900000.000000,75,OPTIDX,NFO,5.000000
20586,54284,MIDCPNIFTY31JAN235600CE,MIDCPNIFTY,31JAN2023,560000.000000,75,OPTIDX,NFO,5.000000
20589,49701,BANKNIFTY03NOV2244500PE,BANKNIFTY,03NOV2022,4450000.000000,25,OPTIDX,NFO,5.000000
20598,68610,MIDCPNIFTY22NOV227850CE,MIDCPNIFTY,22NOV2022,785000.000000,75,OPTIDX,NFO,5.000000
20604,44711,FINNIFTY07NOV2217300PE,FINNIFTY,07NOV2022,1730000.000000,40,OPTIDX,NFO,5.000000
20628,44962,MIDCPNIFTY13DEC226250PE,MIDCPNIFTY,13DEC2022,625000.000000,75,OPTIDX,NFO,5.000000
20638,84487,MIDCPNIFTY27DEC225100CE,MIDCPNIFTY,27DEC2022,510000.000000,75,OPTIDX,NFO,5.000000
20656,55637,NIFTY25JAN2314950CE,NIFTY,25JAN2023,1495000.000000,50,OPTIDX,NFO,5.000000
20657,47893,NIFTY10NOV2215750CE,NIFTY,10NOV2022,1575000.000000,50,OPTIDX,NFO,5.000000
20658,86320,NIFTY29DEC2215800CE,NIFTY,29DEC2022,1580000.000000,50,OPTIDX,NFO,5.000000
20667,84273,FINNIFTY27DEC2218600CE,FINNIFTY,27DEC2022,1860000.000000,40,OPTIDX,NFO,5.000000
20668,60469,BANKNIFTY24NOV2235800CE,BANKNIFTY,24NOV2022,3580000.000000,25,OPTIDX,NFO,5.000000
20690,49822,NIFTY01DEC2215300PE,NIFTY,01DEC2022,1530000.000000,50,OPTIDX,NFO,5.000000
20726,50150,MIDCPNIFTY20DEC227100CE,MIDCPNIFTY,20DEC2022,710000.000000,75,OPTIDX,NFO,5.000000
20727,86321,NIFTY29DEC2215800PE,NIFTY,29DEC2022,1580000.000000,50,OPTIDX,NFO,5.000000
20734,48465,FINNIFTY07NOV2217450CE,FINNIFTY,07NOV2022,1745000.000000,40,OPTIDX,NFO,5.000000
20756,45589,MIDCPNIFTY07NOV228950PE,MIDCPNIFTY,07NOV2022,895000.000000,75,OPTIDX,NFO,5.000000
20765,48358,NIFTY10NOV2218550PE,NIFTY,10NOV2022,1855000.000000,50,OPTIDX,NFO,5.000000
20771,46754,BANKNIFTY17NOV2240000CE,BANKNIFTY,17NOV2022,4000000.000000,25,OPTIDX,NFO,5.000000
20778,44478,FINNIFTY07NOV2215400CE,FINNIFTY,07NOV2022,1540000.000000,40,OPTIDX,NFO,5.000000
20784,55569,BANKNIFTY25JAN2344600PE,BANKNIFTY,25JAN2023,4460000.000000,25,OPTIDX,NFO,5.000000
20794,86342,NIFTY29DEC2216400CE,NIFTY,29DEC2022,1640000.000000,50,OPTIDX,NFO,5.000000
20795,51038,NIFTY22DEC2217500CE,NIFTY,22DEC2022,1750000.000000,50,OPTIDX,NFO,5.000000
20797,84261,FINNIFTY27DEC2218000CE,FINNIFTY,27DEC2022,1800000.000000,40,OPTIDX,NFO,5.000000
20805,59856,FINNIFTY01NOV2215600PE,FINNIFTY,01NOV2022,1560000.000000,40,OPTIDX,NFO,5.000000
20819,48370,FINNIFTY01NOV2218650PE,FINNIFTY,01NOV2022,1865000.000000,40,OPTIDX,NFO,5.000000
20850,49871,NIFTY01DEC2216000CE,NIFTY,01DEC2022,1600000.000000,50,OPTIDX,NFO,5.000000
20865,40886,MIDCPNIFTY06DEC227600CE,MIDCPNIFTY,06DEC2022,760000.000000,75,OPTIDX,NFO,5.000000
20866,55511,BANKNIFTY25JAN2342300PE,BANKNIFTY,25JAN2023,4230000.000000,25,OPTIDX,NFO,5.000000
20868,46972,NIFTY15DEC2214900PE,NIFTY,15DEC2022,1490000.000000,50,OPTIDX,NFO,5.000000
20869,51598,MIDCPNIFTY15NOV225150CE,MIDCPNIFTY,15NOV2022,515000.000000,75,OPTIDX,NFO,5.000000
20873,42303,BANKNIFTY10NOV2237900PE,BANKNIFTY,10NOV2022,3790000.000000,25,OPTIDX,NFO,5.000000
20881,84320,FINNIFTY27DEC2220800PE,FINNIFTY,27DEC2022,2080000.000000,40,OPTIDX,NFO,5.000000
20884,48417,NIFTY10NOV2218850PE,NIFTY,10NOV2022,1885000.000000,50,OPTIDX,NFO,5.000000
20890,61489,NIFTY24NOV2219600PE,NIFTY,24NOV2022,1960000.000000,50,OPTIDX,NFO,5.000000
20898,49297,BANKNIFTY03NOV2238800PE,BANKNIFTY,03NOV2022,3880000.000000,25,OPTIDX,NFO,5.000000
20911,39978,NIFTY26DEC2419000PE,NIFTY,26DEC2024,1900000.000000,50,OPTIDX,NFO,5.000000
20913,41070,BANKNIFTY01DEC2236100CE,BANKNIFTY,01DEC2022,3610000.000000,25,OPTIDX,NFO,5.000000
20915,43386,NIFTY26JUN2514000PE,NIFTY,26JUN2025,1400000.000000,50,OPTIDX,NFO,5.000000
20921,48553,FINNIFTY07NOV2219350CE,FINNIFTY,07NOV2022,1935000.000000,40,OPTIDX,NFO,5.000000
20923,44859,FINNIFTY07NOV2220400CE,FINNIFTY,07NOV2022,2040000.000000,40,OPTIDX,NFO,5.000000
20949,55446,BANKNIFTY25JAN2340400CE,BANKNIFTY,25JAN2023,4040000.000000,25,OPTIDX,NFO,5.000000
20952,51475,FINNIFTY15NOV2221500CE,FINNIFTY,15NOV2022,2150000.000000,40,OPTIDX,NFO,5.000000
20957,84496,MIDCPNIFTY27DEC225300PE,MIDCPNIFTY,27DEC2022,530000.000000,75,OPTIDX,NFO,5.000000
20960,49183,FINNIFTY13DEC2218350PE,FINNIFTY,13DEC2022,1835000.000000,40,OPTIDX,NFO,5.000000
20970,47203,NIFTY15DEC2217150CE,NIFTY,15DEC2022,1715000.000000,50,OPTIDX,NFO,5.000000
20975,45545,MIDCPNIFTY07NOV228700CE,MIDCPNIFTY,07NOV2022,870000.000000,75,OPTIDX,NFO,5.000000
20983,48840,FINNIFTY22NOV2219250CE,FINNIFTY,22NOV2022,1925000.000000,40,OPTIDX,NFO,5.000000
20988,41020,NIFTY26DEC2418500CE,NIFTY,26DEC2024,1850000.000000,50,OPTIDX,NFO,5.000000
20989,37924,NIFTY03NOV2216750CE,NIFTY,03NOV2022,1675000.000000,50,OPTIDX,NFO,5.000000
20993,40373,MIDCPNIFTY29NOV227350CE,MIDCPNIFTY,29NOV2022,735000.000000,75,OPTIDX,NFO,5.000000
20994,56034,NIFTY25JAN2320350CE,NIFTY,25JAN2023,2035000.000000,50,OPTIDX,NFO,5.000000
20999,60559,BANKNIFTY24NOV2237900PE,BANKNIFTY,24NOV2022,3790000.000000,25,OPTIDX,NFO,5.000000
21000,49892,MIDCPNIFTY20DEC225050CE,MIDCPNIFTY,20DEC2022,505000.000000,75,OPTIDX,NFO,5.000000
21009,85397,BANKNIFTY29DEC2237800PE,BANKNIFTY,29DEC2022,3780000.000000,25,OPTIDX,NFO,5.000000
21010,49417,FINNIFTY20DEC2217650CE,FINNIFTY,20DEC2022,1765000.000000,40,OPTIDX,NFO,5.000000
21011,59869,FINNIFTY01NOV2216300CE,FINNIFTY,01NOV2022,1630000.000000,40,OPTIDX,NFO,5.000000
21017,68522,MIDCPNIFTY22NOV226500PE,MIDCPNIFTY,22NOV2022,650000.000000,75,OPTIDX,NFO,5.000000
21020,49879,MIDCPNIFTY20DEC224900CE,MIDCPNIFTY,20DEC2022,490000.000000,75,OPTIDX,NFO,5.000000
21027,46729,BANKNIFTY17NOV2238800PE,BANKNIFTY,17NOV2022,3880000.000000,25,OPTIDX,NFO,5.000000
21031,37540,NIFTY03NOV2214600PE,NIFTY,03NOV2022,1460000.000000,50,OPTIDX,NFO,5.000000
21054,51848,MIDCPNIFTY15NOV229100PE,MIDCPNIFTY,15NOV2022,910000.000000,75,OPTIDX,NFO,5.000000
21064,48018,NIFTY10NOV2216150PE,NIFTY,10NOV2022,1615000.000000,50,OPTIDX,NFO,5.000000
21069,60006,FINNIFTY01NOV2219100PE,FINNIFTY,01NOV2022,1910000.000000,40,OPTIDX,NFO,5.000000
21072,56004,NIFTY25JAN2319850CE,NIFTY,25JAN2023,1985000.000000,50,OPTIDX,NFO,5.000000
21073,55327,BANKNIFTY25JAN2334500PE,BANKNIFTY,25JAN2023,3450000.000000,25,OPTIDX,NFO,5.000000
21087,50115,NIFTY01DEC2219500PE,NIFTY,01DEC2022,1950000.000000,50,OPTIDX,NFO,5.000000
21096,49132,BANKNIFTY03NOV2234500CE,BANKNIFTY,03NOV2022,3450000.000000,25,OPTIDX,NFO,5.000000
21108,53998,FINNIFTY31JAN2315400PE,FINNIFTY,31JAN2023,1540000.000000,40,OPTIDX,NFO,5.000000
21115,46749,BANKNIFTY17NOV2239700PE,BANKNIFTY,17NOV2022,3970000.000000,25,OPTIDX,NFO,5.000000
21118,57281,NIFTY30MAR2322000PE,NIFTY,30MAR2023,2200000.000000,50,OPTIDX,NFO,5.000000
21123,37811,NIFTY03NOV2215500CE,NIFTY,03NOV2022,1550000.000000,50,OPTIDX,NFO,5.000000
21124,42470,BANKNIFTY10NOV2242000CE,BANKNIFTY,10NOV2022,4200000.000000,25,OPTIDX,NFO,5.000000
21132,59563,FINNIFTY22NOV2217400PE,FINNIFTY,22NOV2022,1740000.000000,40,OPTIDX,NFO,5.000000
21136,44119,FINNIFTY01NOV2212600PE,FINNIFTY,01NOV2022,1260000.000000,40,OPTIDX,NFO,5.000000
21138,56045,NIFTY25JAN2320500CE,NIFTY,25JAN2023,2050000.000000,50,OPTIDX,NFO,5.000000
21150,45473,MIDCPNIFTY07NOV228450CE,MIDCPNIFTY,07NOV2022,845000.000000,75,OPTIDX,NFO,5.000000
21152,48186,NIFTY10NOV2217350CE,NIFTY,10NOV2022,1735000.000000,50,OPTIDX,NFO,5.000000
21153,84250,FINNIFTY27DEC2217800PE,FINNIFTY,27DEC2022,1780000.000000,40,OPTIDX,NFO,5.000000
21156,86315,NIFTY29DEC2215650PE,NIFTY,29DEC2022,1565000.000000,50,OPTIDX,NFO,5.000000
21160,85937,BANKNIFTY29DEC2240900CE,BANKNIFTY,29DEC2022,4090000.000000,25,OPTIDX,NFO,5.000000
21161,47375,NIFTY15DEC2219600PE,NIFTY,15DEC2022,1960000.000000,50,OPTIDX,NFO,5.000000
21174,48948,FINNIFTY06DEC2217250PE,FINNIFTY,06DEC2022,1725000.000000,40,OPTIDX,NFO,5.000000
21175,84503,MIDCPNIFTY27DEC225500CE,MIDCPNIFTY,27DEC2022,550000.000000,75,OPTIDX,NFO,5.000000
21177,61501,NIFTY24NOV2219900PE,NIFTY,24NOV2022,1990000.000000,50,OPTIDX,NFO,5.000000
21179,49571,BANKNIFTY03NOV2242500PE,BANKNIFTY,03NOV2022,4250000.000000,25,OPTIDX,NFO,5.000000
21182,45236,MIDCPNIFTY07NOV226850CE,MIDCPNIFTY,07NOV2022,685000.000000,75,OPTIDX,NFO,5.000000
21184,86545,NIFTY29DEC2219350CE,NIFTY,29DEC2022,1935000.000000,50,OPTIDX,NFO,5.000000
21188,60154,MIDCPNIFTY01NOV225450PE,MIDCPNIFTY,01NOV2022,545000.000000,75,OPTIDX,NFO,5.000000
21189,47349,NIFTY15DEC2219350CE,NIFTY,15DEC2022,1935000.000000,50,OPTIDX,NFO,5.000000
21192,86584,NIFTY29DEC2219500PE,NIFTY,29DEC2022,1950000.000000,50,OPTIDX,NFO,5.000000
21195,40410,MIDCPNIFTY29NOV227600CE,MIDCPNIFTY,29NOV2022,760000.000000,75,OPTIDX,NFO,5.000000
21204,48699,FINNIFTY15NOV2219150PE,FINNIFTY,15NOV2022,1915000.000000,40,OPTIDX,NFO,5.000000
21207,59861,FINNIFTY01NOV2215900CE,FINNIFTY,01NOV2022,1590000.000000,40,OPTIDX,NFO,5.000000
21217,61485,NIFTY24NOV2219500PE,NIFTY,24NOV2022,1950000.000000,50,OPTIDX,NFO,5.000000
21221,60553,BANKNIFTY24NOV2237700CE,BANKNIFTY,24NOV2022,3770000.000000,25,OPTIDX,NFO,5.000000
